property_id,check_in_date,room_category,successful_bookings,capacity,occupancy
17558,2022-07-02,RT2,36,50,72
17558,2022-07-03,RT4,5,6,83.33333333
17558,2022-07-03,RT3,20,27,74.07407407
17558,2022-07-03,RT2,34,50,68
17558,2022-07-03,RT1,15,19,78.94736842
17558,2022-07-04,RT4,3,6,50
17558,2022-07-04,RT3,14,27,51.85185185
17558,2022-07-04,RT2,26,50,52
17558,2022-07-04,RT1,11,19,57.89473684
17558,2022-07-05,RT2,22,50,44
17558,2022-07-05,RT4,3,6,50
17558,2022-07-05,RT3,12,27,44.44444444
17558,2022-07-05,RT1,9,19,47.36842105
17558,2022-07-06,RT4,3,6,50
17558,2022-07-06,RT3,14,27,51.85185185
17558,2022-07-06,RT2,26,50,52
17558,2022-07-06,RT1,10,19,52.63157895
17558,2022-07-07,RT2,29,50,58
17558,2022-07-07,RT3,15,27,55.55555556
17558,2022-07-07,RT1,9,19,47.36842105
17558,2022-07-07,RT4,3,6,50
17558,2022-07-08,RT4,3,6,50
17558,2022-07-08,RT2,25,50,50
17558,2022-07-08,RT3,13,27,48.14814815
17558,2022-07-08,RT1,9,19,47.36842105
17558,2022-07-09,RT1,13,19,68.42105263
17558,2022-07-09,RT4,4,6,66.66666667
17558,2022-07-09,RT2,37,50,74
17558,2022-07-09,RT3,19,27,70.37037037
17558,2022-07-10,RT4,4,6,66.66666667
17558,2022-07-10,RT2,35,50,70
17558,2022-07-10,RT1,15,19,78.94736842
17558,2022-07-10,RT3,20,27,74.07407407
17558,2022-07-11,RT1,9,19,47.36842105
17558,2022-07-11,RT4,3,6,50
17558,2022-07-11,RT3,14,27,51.85185185
17558,2022-07-11,RT2,29,50,58
17558,2022-07-12,RT3,14,27,51.85185185
17558,2022-07-12,RT1,10,19,52.63157895
17558,2022-07-12,RT2,27,50,54
17558,2022-07-12,RT4,3,6,50
17558,2022-07-13,RT1,11,19,57.89473684
17558,2022-07-13,RT3,15,27,55.55555556
17558,2022-07-13,RT2,26,50,52
17558,2022-07-13,RT4,3,6,50
17558,2022-07-14,RT1,10,19,52.63157895
17558,2022-07-14,RT4,3,6,50
17558,2022-07-14,RT3,15,27,55.55555556
17558,2022-07-14,RT2,25,50,50
17558,2022-07-15,RT1,9,19,47.36842105
17558,2022-07-15,RT3,13,27,48.14814815
17558,2022-07-15,RT2,28,50,56
17558,2022-07-15,RT4,4,6,66.66666667
17558,2022-07-16,RT3,21,27,77.77777778
17558,2022-07-16,RT2,36,50,72
17558,2022-07-16,RT4,5,6,83.33333333
17558,2022-07-16,RT1,14,19,73.68421053
17558,2022-07-17,RT3,16,27,59.25925926
17558,2022-07-17,RT2,31,50,62
17558,2022-07-17,RT4,4,6,66.66666667
17558,2022-07-17,RT1,12,19,63.15789474
17558,2022-07-18,RT3,11,27,40.74074074
17558,2022-07-18,RT1,8,19,42.10526316
17558,2022-07-18,RT2,20,50,40
17558,2022-07-18,RT4,2,6,33.33333333
17558,2022-07-19,RT2,18,50,36
17558,2022-07-19,RT3,11,27,40.74074074
17558,2022-07-19,RT4,3,6,50
17558,2022-07-19,RT1,7,19,36.84210526
17558,2022-07-20,RT1,8,19,42.10526316
17558,2022-07-20,RT2,23,50,46
17558,2022-07-20,RT4,2,6,33.33333333
17558,2022-07-20,RT3,13,27,48.14814815
17558,2022-07-21,RT1,7,19,36.84210526
17558,2022-07-21,RT4,2,6,33.33333333
17558,2022-07-21,RT2,20,50,40
17558,2022-07-21,RT3,13,27,48.14814815
17558,2022-07-22,RT1,8,19,42.10526316
17558,2022-07-22,RT4,3,6,50
17558,2022-07-22,RT2,19,50,38
17558,2022-07-22,RT3,10,27,37.03703704
17558,2022-07-23,RT3,14,27,51.85185185
17558,2022-07-23,RT2,30,50,60
17558,2022-07-23,RT4,3,6,50
17558,2022-07-23,RT1,13,19,68.42105263
17558,2022-07-24,RT3,16,27,59.25925926
17558,2022-07-24,RT4,3,6,50
17558,2022-07-24,RT1,10,19,52.63157895
17558,2022-07-24,RT2,30,50,60
17558,2022-07-25,RT3,11,27,40.74074074
17558,2022-07-25,RT2,23,50,46
17558,2022-07-25,RT4,3,6,50
17558,2022-07-25,RT1,7,19,36.84210526
17558,2022-07-26,RT2,19,50,38
17558,2022-07-26,RT1,7,19,36.84210526
17558,2022-07-26,RT4,2,6,33.33333333
17558,2022-07-26,RT3,12,27,44.44444444
17558,2022-07-27,RT4,2,6,33.33333333
17558,2022-07-27,RT1,8,19,42.10526316
17558,2022-07-27,RT2,22,50,44
17558,2022-07-27,RT3,12,27,44.44444444
17558,2022-07-28,RT3,11,27,40.74074074
17558,2022-07-28,RT4,3,6,50
17558,2022-07-28,RT1,8,19,42.10526316
17558,2022-07-28,RT2,21,50,42
17558,2022-07-29,RT4,2,6,33.33333333
17558,2022-07-29,RT2,23,50,46
17558,2022-07-29,RT1,7,19,36.84210526
17558,2022-07-29,RT3,11,27,40.74074074
17558,2022-07-30,RT1,12,19,63.15789474
17558,2022-07-30,RT2,32,50,64
17558,2022-07-30,RT4,4,6,66.66666667
17558,2022-07-30,RT3,18,27,66.66666667
17558,2022-07-31,RT2,30,50,60
17558,2022-07-31,RT3,17,27,62.96296296
17558,2022-07-31,RT4,3,6,50
17558,2022-07-31,RT1,11,19,57.89473684
17559,2022-05-01,RT4,13,14,92.85714286
17559,2022-05-01,RT3,14,16,87.5
17559,2022-05-01,RT2,34,39,87.17948718
17559,2022-05-01,RT1,26,32,81.25
17559,2022-05-02,RT4,8,14,57.14285714
17559,2022-05-02,RT2,26,39,66.66666667
17559,2022-05-02,RT1,20,32,62.5
17559,2022-05-02,RT3,9,16,56.25
17559,2022-05-03,RT1,20,32,62.5
17559,2022-05-03,RT2,24,39,61.53846154
17559,2022-05-03,RT3,10,16,62.5
17559,2022-05-03,RT4,10,14,71.42857143
17559,2022-05-04,RT1,19,32,59.375
17559,2022-05-04,RT3,12,16,75
17559,2022-05-04,RT2,23,39,58.97435897
17559,2022-05-04,RT4,9,14,64.28571429
17559,2022-05-05,RT4,8,14,57.14285714
17559,2022-05-05,RT1,21,32,65.625
17559,2022-05-05,RT2,26,39,66.66666667
17559,2022-05-05,RT3,10,16,62.5
17559,2022-05-06,RT3,11,16,68.75
17559,2022-05-06,RT1,19,32,59.375
17559,2022-05-06,RT4,8,14,57.14285714
17559,2022-05-06,RT2,25,39,64.1025641
17559,2022-05-07,RT3,14,16,87.5
17559,2022-05-07,RT1,29,32,90.625
17559,2022-05-07,RT4,14,14,100
17559,2022-05-07,RT2,33,39,84.61538462
17559,2022-05-08,RT1,31,32,96.875
17559,2022-05-08,RT2,35,39,89.74358974
17559,2022-05-08,RT4,14,14,100
17559,2022-05-08,RT3,15,16,93.75
17559,2022-05-09,RT2,22,39,56.41025641
17559,2022-05-09,RT1,21,32,65.625
17559,2022-05-09,RT4,9,14,64.28571429
17559,2022-05-09,RT3,10,16,62.5
17559,2022-05-10,RT2,27,39,69.23076923
17559,2022-05-10,RT3,10,16,62.5
17559,2022-05-10,RT4,10,14,71.42857143
17559,2022-05-10,RT1,20,32,62.5
17559,2022-05-11,RT4,9,14,64.28571429
17559,2022-05-11,RT1,23,32,71.875
17559,2022-05-11,RT2,22,39,56.41025641
17559,2022-05-11,RT3,9,16,56.25
17559,2022-05-12,RT2,23,39,58.97435897
17559,2022-05-12,RT3,10,16,62.5
17559,2022-05-12,RT4,10,14,71.42857143
17559,2022-05-12,RT1,22,32,68.75
17559,2022-05-13,RT3,9,16,56.25
17559,2022-05-13,RT4,9,14,64.28571429
17559,2022-05-13,RT2,22,39,56.41025641
17559,2022-05-13,RT1,21,32,65.625
17559,2022-05-14,RT3,14,16,87.5
17559,2022-05-14,RT2,34,39,87.17948718
17559,2022-05-14,RT1,30,32,93.75
17559,2022-05-14,RT4,12,14,85.71428571
17559,2022-05-15,RT2,33,39,84.61538462
17559,2022-05-15,RT3,13,16,81.25
17559,2022-05-15,RT4,9,14,64.28571429
17559,2022-05-15,RT1,22,32,68.75
17559,2022-05-16,RT1,13,32,40.625
17559,2022-05-16,RT2,20,39,51.28205128
17559,2022-05-16,RT3,8,16,50
17559,2022-05-16,RT4,8,14,57.14285714
17559,2022-05-17,RT4,7,14,50
17559,2022-05-17,RT1,14,32,43.75
17559,2022-05-17,RT2,21,39,53.84615385
17559,2022-05-17,RT3,8,16,50
17559,2022-05-18,RT4,7,14,50
17559,2022-05-18,RT3,8,16,50
17559,2022-05-18,RT2,21,39,53.84615385
17559,2022-05-18,RT1,18,32,56.25
17559,2022-05-19,RT3,8,16,50
17559,2022-05-19,RT1,21,32,65.625
17559,2022-05-19,RT4,7,14,50
17559,2022-05-19,RT2,18,39,46.15384615
17559,2022-05-20,RT4,8,14,57.14285714
17559,2022-05-20,RT2,20,39,51.28205128
17559,2022-05-20,RT3,9,16,56.25
17559,2022-05-20,RT1,20,32,62.5
17559,2022-05-21,RT3,11,16,68.75
17559,2022-05-21,RT4,10,14,71.42857143
17559,2022-05-21,RT2,28,39,71.79487179
17559,2022-05-21,RT1,23,32,71.875
17559,2022-05-22,RT1,31,32,96.875
17559,2022-05-22,RT3,16,16,100
17559,2022-05-22,RT2,33,39,84.61538462
17559,2022-05-22,RT4,12,14,85.71428571
17559,2022-05-23,RT1,21,32,65.625
17559,2022-05-23,RT2,25,39,64.1025641
17559,2022-05-23,RT3,11,16,68.75
17559,2022-05-23,RT4,9,14,64.28571429
17559,2022-05-24,RT1,17,32,53.125
17559,2022-05-24,RT2,21,39,53.84615385
17559,2022-05-24,RT3,10,16,62.5
17559,2022-05-24,RT4,8,14,57.14285714
17559,2022-05-25,RT3,10,16,62.5
17559,2022-05-25,RT4,9,14,64.28571429
17559,2022-05-25,RT1,22,32,68.75
17559,2022-05-25,RT2,25,39,64.1025641
17559,2022-05-26,RT4,9,14,64.28571429
17559,2022-05-26,RT1,21,32,65.625
17559,2022-05-26,RT3,12,16,75
17559,2022-05-26,RT2,23,39,58.97435897
17559,2022-05-27,RT2,26,39,66.66666667
17559,2022-05-27,RT3,12,16,75
17559,2022-05-27,RT1,19,32,59.375
17559,2022-05-27,RT4,9,14,64.28571429
17559,2022-05-28,RT4,13,14,92.85714286
17559,2022-05-28,RT3,14,16,87.5
17559,2022-05-28,RT1,27,32,84.375
17559,2022-05-28,RT2,38,39,97.43589744
17559,2022-05-29,RT4,11,14,78.57142857
17559,2022-05-29,RT2,33,39,84.61538462
17559,2022-05-29,RT1,22,32,68.75
17559,2022-05-29,RT3,11,16,68.75
17559,2022-05-30,RT1,18,32,56.25
17559,2022-05-30,RT3,8,16,50
17559,2022-05-30,RT4,8,14,57.14285714
17559,2022-05-30,RT2,21,39,53.84615385
17559,2022-05-31,RT3,7,16,43.75
17559,2022-05-31,RT1,14,32,43.75
17559,2022-05-31,RT2,22,39,56.41025641
17559,2022-05-31,RT4,7,14,50
17559,2022-06-01,RT1,17,32,53.125
17559,2022-06-01,RT4,7,14,50
17559,2022-06-01,RT3,7,16,43.75
17559,2022-06-01,RT2,21,39,53.84615385
17559,2022-06-02,RT4,8,14,57.14285714
17559,2022-06-02,RT1,20,32,62.5
17559,2022-06-02,RT2,24,39,61.53846154
17559,2022-06-02,RT3,8,16,50
17559,2022-06-03,RT3,8,16,50
17559,2022-06-03,RT1,18,32,56.25
17559,2022-06-03,RT2,21,39,53.84615385
17559,2022-06-03,RT4,7,14,50
17559,2022-06-04,RT2,26,39,66.66666667
17559,2022-06-04,RT4,11,14,78.57142857
17559,2022-06-04,RT3,13,16,81.25
17559,2022-06-04,RT1,26,32,81.25
17559,2022-06-05,RT1,31,32,96.875
17559,2022-06-05,RT3,15,16,93.75
17559,2022-06-05,RT4,13,14,92.85714286
17559,2022-06-05,RT2,36,39,92.30769231
17559,2022-06-06,RT4,8,14,57.14285714
17559,2022-06-06,RT3,9,16,56.25
17559,2022-06-06,RT1,23,32,71.875
17559,2022-06-06,RT2,20,39,51.28205128
17559,2022-06-07,RT3,9,16,56.25
17559,2022-06-07,RT2,25,39,64.1025641
17559,2022-06-07,RT1,18,32,56.25
17559,2022-06-07,RT4,9,14,64.28571429
17559,2022-06-08,RT3,11,16,68.75
17559,2022-06-08,RT4,10,14,71.42857143
17559,2022-06-08,RT2,24,39,61.53846154
17559,2022-06-08,RT1,24,32,75
17559,2022-06-09,RT4,9,14,64.28571429
17559,2022-06-09,RT3,10,16,62.5
17559,2022-06-09,RT2,23,39,58.97435897
17559,2022-06-09,RT1,21,32,65.625
17559,2022-06-10,RT4,8,14,57.14285714
17559,2022-06-10,RT3,11,16,68.75
17559,2022-06-10,RT1,19,32,59.375
17559,2022-06-10,RT2,25,39,64.1025641
17559,2022-06-11,RT3,15,16,93.75
17559,2022-06-11,RT1,28,32,87.5
17559,2022-06-11,RT4,12,14,85.71428571
17559,2022-06-11,RT2,36,39,92.30769231
17559,2022-06-12,RT3,15,16,93.75
17559,2022-06-12,RT4,12,14,85.71428571
17559,2022-06-12,RT2,34,39,87.17948718
17559,2022-06-12,RT1,29,32,90.625
17559,2022-06-13,RT4,8,14,57.14285714
17559,2022-06-13,RT2,26,39,66.66666667
17559,2022-06-13,RT1,19,32,59.375
17559,2022-06-13,RT3,10,16,62.5
17559,2022-06-14,RT1,19,32,59.375
17559,2022-06-14,RT2,23,39,58.97435897
17559,2022-06-14,RT4,9,14,64.28571429
17559,2022-06-14,RT3,11,16,68.75
17559,2022-06-15,RT3,10,16,62.5
17559,2022-06-15,RT1,20,32,62.5
17559,2022-06-15,RT2,26,39,66.66666667
17559,2022-06-15,RT4,9,14,64.28571429
17559,2022-06-16,RT3,10,16,62.5
17559,2022-06-16,RT1,18,32,56.25
17559,2022-06-16,RT2,25,39,64.1025641
17559,2022-06-16,RT4,9,14,64.28571429
17559,2022-06-17,RT3,10,16,62.5
17559,2022-06-17,RT4,8,14,57.14285714
17559,2022-06-17,RT1,20,32,62.5
17559,2022-06-17,RT2,26,39,66.66666667
17559,2022-06-18,RT2,36,39,92.30769231
17559,2022-06-18,RT3,14,16,87.5
17559,2022-06-18,RT1,32,32,100
17559,2022-06-18,RT4,13,14,92.85714286
17559,2022-06-19,RT3,11,16,68.75
17559,2022-06-19,RT4,11,14,78.57142857
17559,2022-06-19,RT2,29,39,74.35897436
17559,2022-06-19,RT1,26,32,81.25
17559,2022-06-20,RT4,8,14,57.14285714
17559,2022-06-20,RT2,17,39,43.58974359
17559,2022-06-20,RT3,8,16,50
17559,2022-06-20,RT1,18,32,56.25
17559,2022-06-21,RT4,9,14,64.28571429
17559,2022-06-21,RT2,23,39,58.97435897
17559,2022-06-21,RT3,8,16,50
17559,2022-06-21,RT1,17,32,53.125
17559,2022-06-22,RT4,7,14,50
17559,2022-06-22,RT3,7,16,43.75
17559,2022-06-22,RT1,14,32,43.75
17559,2022-06-22,RT2,23,39,58.97435897
17559,2022-06-23,RT1,14,32,43.75
17559,2022-06-23,RT4,7,14,50
17559,2022-06-23,RT3,10,16,62.5
17559,2022-06-23,RT2,20,39,51.28205128
17559,2022-06-24,RT4,6,14,42.85714286
17559,2022-06-24,RT2,23,39,58.97435897
17559,2022-06-24,RT1,19,32,59.375
17559,2022-06-24,RT3,8,16,50
17559,2022-06-25,RT4,10,14,71.42857143
17559,2022-06-25,RT2,28,39,71.79487179
17559,2022-06-25,RT1,22,32,68.75
17559,2022-06-25,RT3,11,16,68.75
17559,2022-06-26,RT2,36,39,92.30769231
17559,2022-06-26,RT1,30,32,93.75
17559,2022-06-26,RT3,15,16,93.75
17559,2022-06-26,RT4,12,14,85.71428571
17559,2022-06-27,RT2,24,39,61.53846154
17559,2022-06-27,RT1,17,32,53.125
17559,2022-06-27,RT3,11,16,68.75
17559,2022-06-27,RT4,9,14,64.28571429
17559,2022-06-28,RT2,23,39,58.97435897
17559,2022-06-28,RT1,18,32,56.25
17559,2022-06-28,RT3,11,16,68.75
17559,2022-06-28,RT4,8,14,57.14285714
17559,2022-06-29,RT4,9,14,64.28571429
17559,2022-06-29,RT1,22,32,68.75
17559,2022-06-29,RT3,10,16,62.5
17559,2022-06-29,RT2,24,39,61.53846154
17559,2022-06-30,RT4,9,14,64.28571429
17559,2022-06-30,RT3,11,16,68.75
17559,2022-06-30,RT2,22,39,56.41025641
17559,2022-06-30,RT1,22,32,68.75
17559,2022-07-01,RT3,9,16,56.25
17559,2022-07-01,RT1,22,32,68.75
17559,2022-07-01,RT4,9,14,64.28571429
17559,2022-07-01,RT2,26,39,66.66666667
17559,2022-07-02,RT3,16,16,100
17559,2022-07-02,RT2,32,39,82.05128205
17559,2022-07-02,RT4,14,14,100
17559,2022-07-02,RT1,28,32,87.5
17559,2022-07-03,RT1,29,32,90.625
17559,2022-07-03,RT4,12,14,85.71428571
17559,2022-07-03,RT3,15,16,93.75
17559,2022-07-03,RT2,36,39,92.30769231
17559,2022-07-04,RT2,28,39,71.79487179
17559,2022-07-04,RT4,8,14,57.14285714
17559,2022-07-04,RT3,10,16,62.5
17559,2022-07-04,RT1,20,32,62.5
17559,2022-07-05,RT3,9,16,56.25
17559,2022-07-05,RT4,8,14,57.14285714
17559,2022-07-05,RT2,25,39,64.1025641
17559,2022-07-05,RT1,20,32,62.5
17559,2022-07-06,RT3,9,16,56.25
17559,2022-07-06,RT2,24,39,61.53846154
17559,2022-07-06,RT4,9,14,64.28571429
17559,2022-07-06,RT1,18,32,56.25
17559,2022-07-07,RT1,19,32,59.375
17559,2022-07-07,RT2,28,39,71.79487179
17559,2022-07-07,RT3,10,16,62.5
17559,2022-07-07,RT4,8,14,57.14285714
17559,2022-07-08,RT4,10,14,71.42857143
17559,2022-07-08,RT3,11,16,68.75
17559,2022-07-08,RT2,23,39,58.97435897
17559,2022-07-08,RT1,19,32,59.375
17559,2022-07-09,RT1,28,32,87.5
17559,2022-07-09,RT2,33,39,84.61538462
17559,2022-07-09,RT3,14,16,87.5
17559,2022-07-09,RT4,12,14,85.71428571
17559,2022-07-10,RT1,29,32,90.625
17559,2022-07-10,RT2,38,39,97.43589744
17559,2022-07-10,RT3,16,16,100
17559,2022-07-10,RT4,14,14,100
17559,2022-07-11,RT2,27,39,69.23076923
17559,2022-07-11,RT1,21,32,65.625
17559,2022-07-11,RT3,12,16,75
17559,2022-07-11,RT4,9,14,64.28571429
17559,2022-07-12,RT4,9,14,64.28571429
17559,2022-07-12,RT2,25,39,64.1025641
17559,2022-07-12,RT1,21,32,65.625
17559,2022-07-12,RT3,11,16,68.75
17559,2022-07-13,RT1,18,32,56.25
17559,2022-07-13,RT3,11,16,68.75
17559,2022-07-13,RT4,9,14,64.28571429
17559,2022-07-13,RT2,26,39,66.66666667
17559,2022-07-14,RT3,9,16,56.25
17559,2022-07-14,RT2,23,39,58.97435897
17559,2022-07-14,RT4,10,14,71.42857143
17559,2022-07-14,RT1,19,32,59.375
17559,2022-07-15,RT2,21,39,53.84615385
17559,2022-07-15,RT1,19,32,59.375
17559,2022-07-15,RT4,9,14,64.28571429
17559,2022-07-15,RT3,10,16,62.5
17559,2022-07-16,RT4,13,14,92.85714286
17559,2022-07-16,RT1,29,32,90.625
17559,2022-07-16,RT2,35,39,89.74358974
17559,2022-07-16,RT3,15,16,93.75
17559,2022-07-17,RT3,12,16,75
17559,2022-07-17,RT2,32,39,82.05128205
17559,2022-07-17,RT1,21,32,65.625
17559,2022-07-17,RT4,9,14,64.28571429
17559,2022-07-18,RT2,20,39,51.28205128
17559,2022-07-18,RT3,9,16,56.25
17559,2022-07-18,RT1,17,32,53.125
17559,2022-07-18,RT4,8,14,57.14285714
17559,2022-07-19,RT4,6,14,42.85714286
17559,2022-07-19,RT1,18,32,56.25
17559,2022-07-19,RT3,7,16,43.75
17559,2022-07-19,RT2,18,39,46.15384615
17559,2022-07-20,RT2,22,39,56.41025641
17559,2022-07-20,RT3,10,16,62.5
17559,2022-07-20,RT4,8,14,57.14285714
17559,2022-07-20,RT1,17,32,53.125
17559,2022-07-21,RT3,8,16,50
17559,2022-07-21,RT2,20,39,51.28205128
17559,2022-07-21,RT1,18,32,56.25
17559,2022-07-21,RT4,7,14,50
17559,2022-07-22,RT3,7,16,43.75
17559,2022-07-22,RT1,13,32,40.625
17559,2022-07-22,RT2,23,39,58.97435897
17559,2022-07-22,RT4,7,14,50
17559,2022-07-23,RT2,32,39,82.05128205
17559,2022-07-23,RT4,11,14,78.57142857
17559,2022-07-23,RT3,11,16,68.75
17559,2022-07-23,RT1,22,32,68.75
17559,2022-07-24,RT3,13,16,81.25
17559,2022-07-24,RT4,11,14,78.57142857
17559,2022-07-24,RT2,28,39,71.79487179
17559,2022-07-24,RT1,24,32,75
17559,2022-07-25,RT4,7,14,50
17559,2022-07-25,RT1,19,32,59.375
17559,2022-07-25,RT2,17,39,43.58974359
17559,2022-07-25,RT3,9,16,56.25
17559,2022-07-26,RT1,16,32,50
17559,2022-07-26,RT4,7,14,50
17559,2022-07-26,RT2,18,39,46.15384615
17559,2022-07-26,RT3,8,16,50
17559,2022-07-27,RT2,20,39,51.28205128
17559,2022-07-27,RT3,8,16,50
17559,2022-07-27,RT4,7,14,50
17559,2022-07-27,RT1,15,32,46.875
17559,2022-07-28,RT2,20,39,51.28205128
17559,2022-07-28,RT1,14,32,43.75
17559,2022-07-28,RT3,7,16,43.75
17559,2022-07-28,RT4,8,14,57.14285714
17559,2022-07-29,RT4,7,14,50
17559,2022-07-29,RT2,19,39,48.71794872
17559,2022-07-29,RT1,16,32,50
17559,2022-07-29,RT3,9,16,56.25
17559,2022-07-30,RT4,10,14,71.42857143
17559,2022-07-30,RT1,21,32,65.625
17559,2022-07-30,RT3,13,16,81.25
17559,2022-07-30,RT2,33,39,84.61538462
17559,2022-07-31,RT3,12,16,75
17559,2022-07-31,RT4,10,14,71.42857143
17559,2022-07-31,RT1,22,32,68.75
17559,2022-07-31,RT2,24,39,61.53846154
17560,2022-05-01,RT2,31,45,68.88888889
17560,2022-05-01,RT1,28,40,70
17560,2022-05-01,RT4,10,13,76.92307692
17560,2022-05-01,RT3,19,25,76
17560,2022-05-02,RT2,23,45,51.11111111
17560,2022-05-02,RT4,6,13,46.15384615
17560,2022-05-02,RT1,22,40,55
17560,2022-05-02,RT3,13,25,52
17560,2022-05-03,RT2,22,45,48.88888889
17560,2022-05-03,RT1,19,40,47.5
17560,2022-05-03,RT3,11,25,44
17560,2022-05-03,RT4,7,13,53.84615385
17560,2022-05-04,RT1,22,40,55
17560,2022-05-04,RT4,6,13,46.15384615
17560,2022-05-04,RT3,14,25,56
17560,2022-05-04,RT2,20,45,44.44444444
17560,2022-05-05,RT4,6,13,46.15384615
17560,2022-05-05,RT2,20,45,44.44444444
17560,2022-05-05,RT3,13,25,52
17560,2022-05-05,RT1,20,40,50
17560,2022-05-06,RT4,5,13,38.46153846
17560,2022-05-06,RT3,12,25,48
17560,2022-05-06,RT2,22,45,48.88888889
17560,2022-05-06,RT1,18,40,45
17560,2022-05-07,RT2,31,45,68.88888889
17560,2022-05-07,RT1,31,40,77.5
17560,2022-05-07,RT3,18,25,72
17560,2022-05-07,RT4,10,13,76.92307692
17560,2022-05-08,RT3,19,25,76
17560,2022-05-08,RT4,10,13,76.92307692
17560,2022-05-08,RT1,29,40,72.5
17560,2022-05-08,RT2,32,45,71.11111111
17560,2022-05-09,RT3,12,25,48
17560,2022-05-09,RT4,8,13,61.53846154
17560,2022-05-09,RT1,18,40,45
17560,2022-05-09,RT2,22,45,48.88888889
17560,2022-05-10,RT2,23,45,51.11111111
17560,2022-05-10,RT1,19,40,47.5
17560,2022-05-10,RT3,14,25,56
17560,2022-05-10,RT4,6,13,46.15384615
17560,2022-05-11,RT3,14,25,56
17560,2022-05-11,RT2,24,45,53.33333333
17560,2022-05-11,RT1,21,40,52.5
17560,2022-05-11,RT4,6,13,46.15384615
17560,2022-05-12,RT3,12,25,48
17560,2022-05-12,RT2,24,45,53.33333333
17560,2022-05-12,RT4,7,13,53.84615385
17560,2022-05-12,RT1,19,40,47.5
17560,2022-05-13,RT4,6,13,46.15384615
17560,2022-05-13,RT1,23,40,57.5
17560,2022-05-13,RT2,22,45,48.88888889
17560,2022-05-13,RT3,13,25,52
17560,2022-05-14,RT2,34,45,75.55555556
17560,2022-05-14,RT1,30,40,75
17560,2022-05-14,RT3,19,25,76
17560,2022-05-14,RT4,8,13,61.53846154
17560,2022-05-15,RT3,17,25,68
17560,2022-05-15,RT2,29,45,64.44444444
17560,2022-05-15,RT1,23,40,57.5
17560,2022-05-15,RT4,9,13,69.23076923
17560,2022-05-16,RT4,5,13,38.46153846
17560,2022-05-16,RT2,21,45,46.66666667
17560,2022-05-16,RT1,17,40,42.5
17560,2022-05-16,RT3,10,25,40
17560,2022-05-17,RT4,5,13,38.46153846
17560,2022-05-17,RT1,16,40,40
17560,2022-05-17,RT3,8,25,32
17560,2022-05-17,RT2,18,45,40
17560,2022-05-18,RT2,20,45,44.44444444
17560,2022-05-18,RT1,16,40,40
17560,2022-05-18,RT3,9,25,36
17560,2022-05-18,RT4,6,13,46.15384615
17560,2022-05-19,RT2,19,45,42.22222222
17560,2022-05-19,RT3,11,25,44
17560,2022-05-19,RT4,6,13,46.15384615
17560,2022-05-19,RT1,17,40,42.5
17560,2022-05-20,RT3,11,25,44
17560,2022-05-20,RT2,21,45,46.66666667
17560,2022-05-20,RT4,5,13,38.46153846
17560,2022-05-20,RT1,16,40,40
17560,2022-05-21,RT3,16,25,64
17560,2022-05-21,RT4,8,13,61.53846154
17560,2022-05-21,RT1,26,40,65
17560,2022-05-21,RT2,31,45,68.88888889
17560,2022-05-22,RT1,30,40,75
17560,2022-05-22,RT2,33,45,73.33333333
17560,2022-05-22,RT3,18,25,72
17560,2022-05-22,RT4,10,13,76.92307692
17560,2022-05-23,RT1,19,40,47.5
17560,2022-05-23,RT2,22,45,48.88888889
17560,2022-05-23,RT4,7,13,53.84615385
17560,2022-05-23,RT3,12,25,48
17560,2022-05-24,RT3,12,25,48
17560,2022-05-24,RT1,20,40,50
17560,2022-05-24,RT4,5,13,38.46153846
17560,2022-05-24,RT2,26,45,57.77777778
17560,2022-05-25,RT3,14,25,56
17560,2022-05-25,RT1,19,40,47.5
17560,2022-05-25,RT2,24,45,53.33333333
17560,2022-05-25,RT4,5,13,38.46153846
17560,2022-05-26,RT3,12,25,48
17560,2022-05-26,RT2,21,45,46.66666667
17560,2022-05-26,RT1,21,40,52.5
17560,2022-05-26,RT4,6,13,46.15384615
17560,2022-05-27,RT1,18,40,45
17560,2022-05-27,RT2,25,45,55.55555556
17560,2022-05-27,RT3,13,25,52
17560,2022-05-27,RT4,5,13,38.46153846
17560,2022-05-28,RT1,29,40,72.5
17560,2022-05-28,RT3,18,25,72
17560,2022-05-28,RT4,9,13,69.23076923
17560,2022-05-28,RT2,34,45,75.55555556
17560,2022-05-29,RT3,17,25,68
17560,2022-05-29,RT1,22,40,55
17560,2022-05-29,RT2,27,45,60
17560,2022-05-29,RT4,8,13,61.53846154
17560,2022-05-30,RT2,19,45,42.22222222
17560,2022-05-30,RT3,12,25,48
17560,2022-05-30,RT1,15,40,37.5
17560,2022-05-30,RT4,5,13,38.46153846
17560,2022-05-31,RT4,6,13,46.15384615
17560,2022-05-31,RT1,18,40,45
17560,2022-05-31,RT3,12,25,48
17560,2022-05-31,RT2,20,45,44.44444444
17560,2022-06-01,RT1,17,40,42.5
17560,2022-06-01,RT3,9,25,36
17560,2022-06-01,RT4,6,13,46.15384615
17560,2022-06-01,RT2,18,45,40
17560,2022-06-02,RT4,5,13,38.46153846
17560,2022-06-02,RT1,20,40,50
17560,2022-06-02,RT3,10,25,40
17560,2022-06-02,RT2,18,45,40
17560,2022-06-03,RT2,18,45,40
17560,2022-06-03,RT3,10,25,40
17560,2022-06-03,RT1,17,40,42.5
17560,2022-06-03,RT4,6,13,46.15384615
